"postal_code","town","lease_commenced"
"650209","BUKIT BATOK","1985-03-01"
"680122","CHOA CHU KANG","1989-03-01"
"650219","BUKIT BATOK","1985-03-01"
"640479","JURONG WEST","1984-11-01"
"600282","JURONG EAST","1998-11-01"
"680632","CHOA CHU KANG","1998-01-01"
"650131","BUKIT BATOK","1984-12-01"
"680751","CHOA CHU KANG","1995-06-01"
"650341","BUKIT BATOK","1986-04-01"
"650134","BUKIT BATOK","1984-11-01"
"650415","BUKIT BATOK","1988-09-01"
"682685","CHOA CHU KANG","2002-09-01"
"680545","CHOA CHU KANG","1994-04-01"
"520394","TAMPINES","1994-11-01"
"600405","JURONG EAST","1979-10-01"
"683684","CHOA CHU KANG","2002-10-01"
"682297","CHOA CHU KANG","1999-07-01"
"682787","CHOA CHU KANG","1997-01-01"
"650228","BUKIT BATOK","1985-05-01"
"682686","CHOA CHU KANG","2002-10-01"
"602286","JURONG EAST","1998-12-01"
"650329","BUKIT BATOK","1986-12-01"
"680271","CHOA CHU KANG","1993-07-01"
"523522","TAMPINES","2015-08-01"
"650141","BUKIT BATOK","1984-12-01"
"680760","CHOA CHU KANG","1995-06-01"
"650313","BUKIT BATOK","1986-03-01"
"101110","BUKIT MERAH",NULL
"540240","SENGKANG","1999-10-01"
"640450","JURONG WEST","1985-05-01"
"650143","BUKIT BATOK","1984-04-01"
"650314","BUKIT BATOK","1986-05-01"
"650205","BUKIT BATOK","1985-03-01"
"681484","CHOA CHU KANG","1999-04-01"
"650224","BUKIT BATOK","1984-12-01"
"650216","BUKIT BATOK","1985-05-01"
"600277","JURONG EAST","1998-10-01"
"680428","CHOA CHU KANG","1992-06-28"
"120518","CLEMENTI","1980-01-01"
"680407","CHOA CHU KANG","1993-06-03"
"650350","BUKIT BATOK","1987-01-01"
"650169","BUKIT BATOK","1984-10-01"
"600283","JURONG EAST","1998-11-01"
"550102","SERANGOON","1984-10-01"
"732569","WOODLANDS",NULL
"600413","JURONG EAST","1979-10-01"
"650132","BUKIT BATOK","1985-12-01"
"650112","BUKIT BATOK","1984-10-01"
"680454","CHOA CHU KANG","2000-04-01"
"680784","CHOA CHU KANG","1997-01-01"
"604287","JURONG EAST","1998-06-01"
"650118","BUKIT BATOK","1984-07-01"
"600048","JURONG EAST","1985-11-01"
"650182","BUKIT BATOK","1984-12-01"
"680552","CHOA CHU KANG","1994-04-01"
"680541","CHOA CHU KANG","1994-04-01"
"680438","CHOA CHU KANG","1993-05-26"
"600209","JURONG EAST","1983-03-01"
"680789","CHOA CHU KANG","1996-10-01"
"360019","TOA PAYOH","1988-07-01"
"670129","BUKIT PANJANG","1987-12-01"
"730729","WOODLANDS","1997-11-01"
"680273","CHOA CHU KANG","1993-07-01"
"680754","CHOA CHU KANG","1995-08-01"
"530667","HOUGANG","1987-06-01"
"680547","CHOA CHU KANG","1994-04-01"
"680417","CHOA CHU KANG","1993-05-26"
"680671","CHOA CHU KANG","2000-02-01"
"680223","CHOA CHU KANG","1993-05-26"
"650333","BUKIT BATOK","1987-12-01"
"680239","CHOA CHU KANG","1990-03-01"
"650190","BUKIT BATOK","1997-06-01"
"681670","CHOA CHU KANG","1999-12-01"
"650152","BUKIT BATOK","1998-01-01"
"654289","BUKIT BATOK","1998-01-01"
"510189","PASIR RIS","1993-09-01"
"550153","SERANGOON","1986-07-01"
"680634","CHOA CHU KANG","1998-01-01"
"650164","BUKIT BATOK","1984-12-01"
"680574","CHOA CHU KANG","2015-01-01"
"680614","CHOA CHU KANG","1996-06-01"
"602288","JURONG EAST","2000-04-01"
"600266","JURONG EAST","1998-10-01"
"680516","CHOA CHU KANG","1995-09-01"
"600036","JURONG EAST","1977-06-01"
"600211","JURONG EAST","1983-04-01"
"520826","TAMPINES","1987-05-01"
"680228","CHOA CHU KANG","1989-05-01"
"650241","BUKIT BATOK","1985-09-01"
"680510","CHOA CHU KANG","1995-02-01"
"650622","BUKIT BATOK","2003-11-01"
"680430","CHOA CHU KANG","1993-05-26"
"520819","TAMPINES","1984-12-01"
"680451","CHOA CHU KANG","2000-02-01"
"650181","BUKIT BATOK","1984-06-01"
"680455","CHOA CHU KANG","2000-04-01"
"530685","HOUGANG","1986-09-01"
"600205","JURONG EAST","1983-05-01"
"680345","CHOA CHU KANG","1993-05-26"
"680225","CHOA CHU KANG","1993-05-26"
"650308","BUKIT BATOK","1985-06-01"
"680206","CHOA CHU KANG","1989-03-01"
"680658","CHOA CHU KANG","1999-04-01"
"680501","CHOA CHU KANG","1995-02-01"
"600402","JURONG EAST","1978-11-01"
"650207","BUKIT BATOK","1983-08-01"
"680571","CHOA CHU KANG","2015-01-01"
"650504","BUKIT BATOK","1988-02-01"
"520740","TAMPINES","1997-09-01"
"600269","JURONG EAST","1999-04-01"
"680340","CHOA CHU KANG","1993-05-26"
"650140","BUKIT BATOK","1984-11-01"
"510700","PASIR RIS","1996-01-01"
"680215","CHOA CHU KANG","1990-02-01"
"650165","BUKIT BATOK","1984-10-01"
"600274","JURONG EAST","1999-01-01"
"683686","CHOA CHU KANG","2002-10-01"
"680517","CHOA CHU KANG","1995-09-01"
"650123","BUKIT BATOK","1985-03-01"
"650212","BUKIT BATOK","1985-08-01"
"680288","CHOA CHU KANG","1990-06-01"
"510768","PASIR RIS","1996-08-01"
"651230","BUKIT BATOK","2015-01-01"
"650312","BUKIT BATOK","1985-07-01"
"680350","CHOA CHU KANG","1993-05-01"
"680472","CHOA CHU KANG","1999-04-01"
"600232","JURONG EAST","1982-02-01"
"650290","BUKIT BATOK","1997-11-01"
"680569","CHOA CHU KANG","1995-06-01"
"650330","BUKIT BATOK","1986-09-01"
"320020","KALLANG/WHAMPOA",NULL
"650342","BUKIT BATOK","1987-12-01"
"681685","CHOA CHU KANG","2002-09-01"
"680514","CHOA CHU KANG","1995-09-01"
"650157","BUKIT BATOK","1998-01-01"
"650328","BUKIT BATOK","1986-01-01"
"655288","BUKIT BATOK","1998-07-01"
"680548","CHOA CHU KANG","1995-05-01"
"650146","BUKIT BATOK","1984-08-01"
"650128","BUKIT BATOK","1984-10-01"
"650179","BUKIT BATOK","1985-01-01"
"750321","SEMBAWANG","1999-05-01"
"680681","CHOA CHU KANG","1999-10-01"
"650172","BUKIT BATOK","1985-05-01"
"600412","JURONG EAST","1979-05-01"
"650243","BUKIT BATOK","1985-04-01"
"680275","CHOA CHU KANG","1993-07-01"
"650285","BUKIT BATOK","1995-12-01"
"600045","JURONG EAST","1986-07-01"
"650364","BUKIT BATOK","1987-08-01"
"681674","CHOA CHU KANG","1999-10-01"
"821176","PUNGGOL","2003-06-01"
"600206","JURONG EAST","1982-11-01"
"652288","BUKIT BATOK","1998-08-01"
"651464","BUKIT BATOK",NULL
"650327","BUKIT BATOK","1987-10-01"
"600272","JURONG EAST","1999-04-01"
"520497","TAMPINES","1996-06-01"
"680601","CHOA CHU KANG","1996-01-01"
"651291","BUKIT BATOK","1998-01-01"
"680553","CHOA CHU KANG","1996-02-01"
"680439","CHOA CHU KANG","1993-05-26"
"680502","CHOA CHU KANG","1995-02-01"
"680639","CHOA CHU KANG","1998-01-01"
"651290","BUKIT BATOK","1998-02-01"
"653289","BUKIT BATOK","1997-12-01"
"680230","CHOA CHU KANG","1990-06-01"
"160150","BUKIT MERAH","1982-08-01"
"680212","CHOA CHU KANG","1989-06-01"
"650533","BUKIT BATOK","1988-02-01"
"600403","JURONG EAST","1979-04-01"
"680753","CHOA CHU KANG","1995-08-01"
"653291","BUKIT BATOK","1998-02-01"
"684484","CHOA CHU KANG","1999-04-01"
"680755","CHOA CHU KANG","1995-08-01"
"600265","JURONG EAST","1998-10-01"
"650204","BUKIT BATOK","1985-04-01"
"680678","CHOA CHU KANG","1999-11-01"
"680416","CHOA CHU KANG","1993-05-26"
"650202","BUKIT BATOK","1985-07-01"
"680618","CHOA CHU KANG","1996-04-01"
"600262","JURONG EAST","1983-02-01"
"650297","BUKIT BATOK","1997-07-01"
"600271","JURONG EAST","1999-03-01"
"681683","CHOA CHU KANG","2002-07-01"
"510472","PASIR RIS","1989-07-01"
"650215","BUKIT BATOK","1984-11-01"
"680465","CHOA CHU KANG","2000-03-01"
"680570","CHOA CHU KANG","2015-01-01"
"650349","BUKIT BATOK","1987-02-01"
"650237","BUKIT BATOK","1985-07-01"
"656289","BUKIT BATOK","1998-07-01"
"680668","CHOA CHU KANG","1999-06-01"
"680459","CHOA CHU KANG","2000-04-01"
"792430","SENGKANG","2015-05-01"
"682810","CHOA CHU KANG",NULL
"521870","TAMPINES",NULL
"542183","SENGKANG","2003-05-01"
"650147","BUKIT BATOK","1984-03-01"
"600406","JURONG EAST","1979-04-01"
"650110","BUKIT BATOK","1985-02-01"
"680792","CHOA CHU KANG","1996-10-01"
"650222","BUKIT BATOK","1985-01-01"
"650425","BUKIT BATOK","1987-12-01"
"650325","BUKIT BATOK","1986-11-01"
"601286","JURONG EAST","1998-11-01"
"680550","CHOA CHU KANG","1994-04-01"
"680276","CHOA CHU KANG","1993-05-26"
"550540","SERANGOON","1992-10-23"
"650230","BUKIT BATOK","1985-10-01"
"680409","CHOA CHU KANG","1992-06-28"
"680560","CHOA CHU KANG","1996-02-01"
"670430","BUKIT PANJANG","1989-03-01"
"650626","BUKIT BATOK","1997-07-01"
"684476","CHOA CHU KANG","2013-07-01"
"650366","BUKIT BATOK","1986-03-01"
"680627","CHOA CHU KANG","1997-05-01"
"150052","BUKIT MERAH","1986-12-01"
"680226","CHOA CHU KANG","1993-05-26"
"650322","BUKIT BATOK","1985-10-01"
"680528","CHOA CHU KANG","1995-04-01"
"680306","CHOA CHU KANG","1993-05-26"
"650299","BUKIT BATOK","1997-07-01"
"751501","SEMBAWANG","2001-08-01"
"684801","CHOA CHU KANG",NULL
"600201","JURONG EAST","1989-04-01"
"680473","CHOA CHU KANG","1999-04-01"
"600275","JURONG EAST","1998-09-01"
"600034","JURONG EAST","1977-06-01"
"600234","JURONG EAST","1982-02-01"
"650324","BUKIT BATOK","1988-04-01"
"680249","CHOA CHU KANG","1993-05-26"
"656290","BUKIT BATOK","1998-01-01"
"120519","CLEMENTI","1980-01-01"
"561590","ANG MO KIO",NULL
"650344","BUKIT BATOK","1986-08-01"
"650174","BUKIT BATOK","1984-09-01"
"680525","CHOA CHU KANG","1995-02-01"
"680546","CHOA CHU KANG","1995-01-01"
"680676","CHOA CHU KANG","1999-12-01"
"520140","TAMPINES","1984-12-01"
"650331","BUKIT BATOK","1986-11-01"
"650113","BUKIT BATOK","1984-07-01"
"680419","CHOA CHU KANG","1993-05-26"
"680429","CHOA CHU KANG","1993-05-26"
"680513","CHOA CHU KANG","1995-09-01"
"650301","BUKIT BATOK","1985-10-01"
"650163","BUKIT BATOK","1985-01-01"
"680422","CHOA CHU KANG","1992-06-28"
"650405","BUKIT BATOK","1993-03-28"
"600284","JURONG EAST","1998-12-01"
"602287","JURONG EAST","1998-10-01"
"680248","CHOA CHU KANG","1993-05-26"
"680217","CHOA CHU KANG","1990-07-01"
"601288","JURONG EAST","2000-07-01"
"680612","CHOA CHU KANG","1996-06-01"
"650303","BUKIT BATOK","1985-06-01"
"680232","CHOA CHU KANG","1990-04-01"
"550526","SERANGOON","1992-10-23"
"650227","BUKIT BATOK","1985-03-01"
"650320","BUKIT BATOK","1987-09-01"
"650120","BUKIT BATOK","1985-04-01"
"650309","BUKIT BATOK","1986-01-01"
"761469","YISHUN",NULL
"650352","BUKIT BATOK","1986-08-01"
"680535","CHOA CHU KANG","2011-09-01"
"650175","BUKIT BATOK","1985-01-01"
"650124","BUKIT BATOK","1985-01-01"
"680564","CHOA CHU KANG","1995-11-01"
"650238","BUKIT BATOK","1986-11-01"
"600416","JURONG EAST","1982-04-01"
"680677","CHOA CHU KANG","1999-10-01"
"650126","BUKIT BATOK","1985-01-01"
"680237","CHOA CHU KANG","1990-09-01"
"650186","BUKIT BATOK","1989-02-01"
"604286","JURONG EAST","1999-01-01"
"600241","JURONG EAST","1983-02-01"
"650171","BUKIT BATOK","1985-04-01"
"650403","BUKIT BATOK","1993-03-28"
"650217","BUKIT BATOK","1984-12-01"
"820299","PUNGGOL","2003-10-01"
"530539","HOUGANG","1992-09-19"
"680219","CHOA CHU KANG","1990-02-01"
"751130","SEMBAWANG",NULL
"600043","JURONG EAST","1985-09-01"
"680272","CHOA CHU KANG","1993-07-01"
"601285","JURONG EAST","1998-12-01"
"680434","CHOA CHU KANG","1993-05-26"
"650214","BUKIT BATOK","1984-12-01"
"760137","YISHUN","1985-01-01"
"681296","CHOA CHU KANG","1999-07-01"
"680526","CHOA CHU KANG","1995-02-01"
"650266","BUKIT BATOK","1985-09-01"
"680251","CHOA CHU KANG","1994-12-01"
"650532","BUKIT BATOK","1986-12-01"
"680542","CHOA CHU KANG","1995-08-01"
"681673","CHOA CHU KANG","1999-12-01"
"600409","JURONG EAST","1978-11-01"
"680450","CHOA CHU KANG","2000-02-01"
"600281","JURONG EAST","1998-12-01"
"600204","JURONG EAST","1983-03-01"
"603285","JURONG EAST","1998-11-01"
"682684","CHOA CHU KANG","2002-10-01"
"680448","CHOA CHU KANG","1997-04-01"
"821288","PUNGGOL","2013-03-01"
"650251","BUKIT BATOK","1985-04-01"
"680605","CHOA CHU KANG","1996-04-01"
"650334","BUKIT BATOK","1986-02-01"
"600407","JURONG EAST","1979-04-01"
"680236","CHOA CHU KANG","1989-04-01"
"650506","BUKIT BATOK","1987-07-01"
"680506","CHOA CHU KANG","1994-11-01"
"650150","BUKIT BATOK","1998-01-01"
"640607","JURONG WEST","2001-04-01"
"650316","BUKIT BATOK","1986-01-01"
"650620","BUKIT BATOK","2003-11-01"
"600263","JURONG EAST","1983-01-01"
"680756","CHOA CHU KANG","1995-08-01"
"650218","BUKIT BATOK","1985-05-01"
"680757","CHOA CHU KANG","1995-08-01"
"650206","BUKIT BATOK","1983-11-01"
"605288","JURONG EAST","2000-03-01"
"650423","BUKIT BATOK","1988-08-01"
"680423","CHOA CHU KANG","1992-06-28"
"680633","CHOA CHU KANG","1998-01-01"
"680561","CHOA CHU KANG","1996-02-01"
"650321","BUKIT BATOK","1986-03-01"
"650354","BUKIT BATOK","1987-05-01"
"680764","CHOA CHU KANG","1996-08-01"
"650414","BUKIT BATOK","1987-09-01"
"470764","BEDOK","2000-12-01"
"680415","CHOA CHU KANG","1993-05-26"
"144061","QUEENSTOWN","2011-08-01"
"680157","CHOA CHU KANG","1998-01-01"
"681686","CHOA CHU KANG","2002-10-01"
"680010","CHOA CHU KANG","1978-05-01"
"120109","CLEMENTI","1984-12-01"
"680352","CHOA CHU KANG","1993-05-26"
"650642","BUKIT BATOK","1989-07-01"
"670211","BUKIT PANJANG","1988-06-01"
"120341","CLEMENTI","1979-04-01"
"680631","CHOA CHU KANG","1998-01-01"
"120435","CLEMENTI","1978-12-01"
"680004","CHOA CHU KANG","1984-07-01"
"120325","CLEMENTI","1978-08-01"
"680565","CHOA CHU KANG","1995-11-01"
"520455","TAMPINES","1988-01-01"
"670651","BUKIT PANJANG","2001-10-01"
"670506","BUKIT PANJANG","1998-04-01"
"670252","BUKIT PANJANG","1989-05-01"
"120458","CLEMENTI","2002-12-01"
"120103","CLEMENTI","1984-12-01"
"730330","WOODLANDS","1994-01-01"
"650539","BUKIT BATOK","1987-05-01"
"120105","CLEMENTI","1984-12-01"
"680108","CHOA CHU KANG","1989-04-01"
"570272","BISHAN","1992-07-22"
"120343","CLEMENTI","1979-11-01"
"120315","CLEMENTI","1979-05-01"
"650514","BUKIT BATOK","1986-11-01"
"670145","BUKIT PANJANG","1988-09-01"
"120324","CLEMENTI","1978-02-01"
"680007","CHOA CHU KANG","1984-03-01"
"670277","BUKIT PANJANG","1988-10-01"
"670483","BUKIT PANJANG","2002-09-01"
"670603","BUKIT PANJANG","1999-06-01"
"120423","CLEMENTI","2013-09-01"
"650356","BUKIT BATOK","1986-10-01"
"670257","BUKIT PANJANG","1989-07-01"
"730308","WOODLANDS","1994-01-01"
"670138","BUKIT PANJANG","1989-04-01"
"670540","BUKIT PANJANG","1999-05-01"
"730410","WOODLANDS","1996-01-01"
"670432","BUKIT PANJANG","1989-06-01"
"670152","BUKIT PANJANG","1998-11-01"
"650372","BUKIT BATOK","1988-01-01"
"530541","HOUGANG","1989-10-01"
"670424","BUKIT PANJANG","1989-03-01"
"730005","WOODLANDS","1974-07-01"
"650275","BUKIT BATOK","1987-11-01"
"670456","BUKIT PANJANG","2012-11-01"
"120602","CLEMENTI","1979-11-01"
"120363","CLEMENTI","1978-01-01"
"683687","CHOA CHU KANG","2003-03-01"
"120717","CLEMENTI","1981-03-01"
"650386","BUKIT BATOK","2004-12-01"
"730159","WOODLANDS","1990-05-01"
"655290","BUKIT BATOK","1997-11-01"
"150105","BUKIT MERAH","1975-01-01"
"670108","BUKIT PANJANG","1986-11-01"
"670473","BUKIT PANJANG","2003-01-01"
"670163","BUKIT PANJANG","1998-05-01"
"670112","BUKIT PANJANG","1988-11-01"
"670172","BUKIT PANJANG","1997-12-01"
"120351","CLEMENTI","1978-09-01"
"120412","CLEMENTI","1978-03-01"
"680661","CHOA CHU KANG","1999-04-01"
"670274","BUKIT PANJANG","1987-11-01"
"120706","CLEMENTI","1980-07-01"
"650358","BUKIT BATOK","1986-11-01"
"120708","CLEMENTI","1980-07-01"
"680006","CHOA CHU KANG","1984-03-01"
"120101","CLEMENTI","1984-11-01"
"681161","CHOA CHU KANG",NULL
"120303","CLEMENTI","1979-03-01"
"670503","BUKIT PANJANG","1998-03-01"
"120703","CLEMENTI","1980-09-01"
"753507","SEMBAWANG","2001-12-01"
"680447","CHOA CHU KANG","1997-06-01"
"680656","CHOA CHU KANG","1999-04-01"
"670126","BUKIT PANJANG","1987-12-01"
"670617","BUKIT PANJANG","2001-10-01"
"120729","CLEMENTI","1983-10-01"
"680020","CHOA CHU KANG","1981-09-01"
"670251","BUKIT PANJANG","1988-12-01"
"120203","CLEMENTI","1984-12-01"
"730333","WOODLANDS","1985-07-01"
"670484","BUKIT PANJANG","2002-11-01"
"120507","CLEMENTI","1978-08-01"
"680012","CHOA CHU KANG","1979-01-01"
"670102","BUKIT PANJANG","1988-01-01"
"670222","BUKIT PANJANG","1989-06-01"
"120371","CLEMENTI","1981-09-01"
"670611","BUKIT PANJANG","2002-05-01"
"670245","BUKIT PANJANG","1988-12-01"
"670104","BUKIT PANJANG","1988-03-01"
"120376","CLEMENTI","1980-10-01"
"120426","CLEMENTI","1978-05-01"
"550518","SERANGOON","1992-10-23"
"750357","SEMBAWANG","2001-06-01"
"670467","BUKIT PANJANG","2002-04-01"
"651289","BUKIT BATOK","1997-12-01"
"120459","CLEMENTI","2002-12-01"
"821421","PUNGGOL",NULL
"650534","BUKIT BATOK","1987-06-01"
"120417","CLEMENTI","2013-09-01"
"120317","CLEMENTI","1979-05-01"
"650368","BUKIT BATOK","1987-01-01"
"670623","BUKIT PANJANG","2001-12-01"
"650346","BUKIT BATOK","1986-01-01"
"670601","BUKIT PANJANG","1999-03-01"
"670242","BUKIT PANJANG","1988-12-01"
"680662","CHOA CHU KANG","1999-06-01"
"650523","BUKIT BATOK","1987-05-01"
"670607","BUKIT PANJANG","2001-12-01"
"590007","BUKIT TIMAH","1989-09-01"
"680117","CHOA CHU KANG","1989-01-01"
"670168","BUKIT PANJANG","1998-08-01"
"120727","CLEMENTI","1985-10-01"
"821110","PUNGGOL","2003-06-01"
"670229","BUKIT PANJANG","1988-12-01"
"670519","BUKIT PANJANG","1998-11-01"
"670470","BUKIT PANJANG","2002-04-01"
"650249","BUKIT BATOK","1985-03-01"
"670213","BUKIT PANJANG","1988-10-01"
"670232","BUKIT PANJANG","1987-10-01"
"120332","CLEMENTI","1978-08-01"
"730304","WOODLANDS","1993-01-28"
"120705","CLEMENTI","1980-08-01"
"680768","CHOA CHU KANG","1996-07-01"
"670508","BUKIT PANJANG","1998-05-01"
"730306","WOODLANDS","1993-01-28"
"670131","BUKIT PANJANG","1988-04-01"
"670457","BUKIT PANJANG","2012-11-01"
"650513","BUKIT BATOK","1987-05-01"
"120337","CLEMENTI","1978-11-01"
"670206","BUKIT PANJANG","1989-04-01"
"670468","BUKIT PANJANG","2002-07-01"
"120306","CLEMENTI","1979-04-01"
"670148","BUKIT PANJANG","1988-11-01"
"670538","BUKIT PANJANG","1999-05-01"
"650250","BUKIT BATOK","1985-05-01"
"590019","BUKIT TIMAH","1988-09-01"
"120443","CLEMENTI","1980-03-01"
"670602","BUKIT PANJANG","1999-03-01"
"120202","CLEMENTI","1985-01-01"
"670415","BUKIT PANJANG","1989-01-01"
"730415","WOODLANDS","1996-02-01"
"670405","BUKIT PANJANG","1988-08-01"
"760644","YISHUN","1988-06-01"
"670434","BUKIT PANJANG","1989-08-01"
"590005","BUKIT TIMAH","1989-06-01"
"680115","CHOA CHU KANG","1989-05-01"
"120462","CLEMENTI","2006-07-01"
"670452","BUKIT PANJANG","1997-05-01"
"530332","HOUGANG","1983-05-01"
"670421","BUKIT PANJANG","1989-07-01"
"120331","CLEMENTI","1978-07-01"
"670441","BUKIT PANJANG","1989-11-01"
"120722","CLEMENTI","1985-10-01"
"730437","WOODLANDS","1996-08-01"
"670478","BUKIT PANJANG","2003-01-01"
"670426","BUKIT PANJANG","1989-04-01"
"670105","BUKIT PANJANG","1987-11-01"
"670420","BUKIT PANJANG","1989-06-01"
"670409","BUKIT PANJANG","1989-02-01"
"650360","BUKIT BATOK","1987-09-01"
"670620","BUKIT PANJANG","2001-10-01"
"681689","CHOA CHU KANG","2002-04-01"
"120450","CLEMENTI","1980-06-01"
"670650","BUKIT PANJANG","2001-10-01"
"650394","BUKIT BATOK","2004-09-01"
"120365","CLEMENTI","1978-01-01"
"670135","BUKIT PANJANG","1988-06-01"
"120446","CLEMENTI","1980-06-01"
"590018","BUKIT TIMAH","1989-05-01"
"120413","CLEMENTI","1978-07-01"
"730421","WOODLANDS","1996-02-01"
"670407","BUKIT PANJANG","1989-01-01"
"640818","JURONG WEST","1993-05-27"
"670523","BUKIT PANJANG","1998-10-01"
"680151","CHOA CHU KANG","1998-02-01"
"120613","CLEMENTI","1984-05-01"
"670423","BUKIT PANJANG","1989-01-01"
"120375","CLEMENTI","1980-10-01"
"120454","CLEMENTI","2002-12-01"
"120725","CLEMENTI","1985-10-01"
"730406","WOODLANDS","1995-12-01"
"650256","BUKIT BATOK","1985-07-01"
"680016","CHOA CHU KANG","1979-03-01"
"650390","BUKIT BATOK","2004-11-01"
"120610","CLEMENTI","1983-08-01"
"680019","CHOA CHU KANG","1981-09-01"
"670114","BUKIT PANJANG","1988-10-01"
"730324","WOODLANDS","1989-02-01"
"730166","WOODLANDS","1986-09-01"
"590006","BUKIT TIMAH","1989-07-01"
"120707","CLEMENTI","1980-07-01"
"670253","BUKIT PANJANG","1988-11-01"
"670541","BUKIT PANJANG","1999-06-01"
"590017","BUKIT TIMAH","1988-07-01"
"120416","CLEMENTI","2013-09-01"
"750320","SEMBAWANG","1999-05-01"
"680106","CHOA CHU KANG","1989-10-01"
"120113","CLEMENTI","1984-10-01"
"120342","CLEMENTI","1979-04-01"
"730313","WOODLANDS","1993-09-01"
"670271","BUKIT PANJANG","1988-05-01"
"680111","CHOA CHU KANG","1989-09-01"
"670223","BUKIT PANJANG","1988-02-01"
"650355","BUKIT BATOK","1986-05-01"
"670254","BUKIT PANJANG","1988-04-01"
"680164","CHOA CHU KANG","1998-04-01"
"670515","BUKIT PANJANG","1998-10-01"
"670465","BUKIT PANJANG","2002-07-01"
"120305","CLEMENTI","1979-03-01"
"670471","BUKIT PANJANG","2002-04-01"
"670622","BUKIT PANJANG","2001-12-01"
"670447","BUKIT PANJANG","1997-06-01"
"120713","CLEMENTI","1985-07-01"
